,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,join,contract,href
357,Alessandro Buongiorno,23,"Jun 6, 1999 ",Italy,TORINO,,Centre-Back,4.0,25,0,2,1366,0,0,1.94,"Jul 1, 2018","Jun 30, 2025",/alessandro-buongiorno/profil/spieler/386446
358,Ricardo Rodríguez,29,"Aug 25, 1992",Switzerland,TORINO,,Centre-Back,3.4,36,0,1,2596,0,0,1.8,"Sep 1, 2020","Jun 30, 2024",/ricardo-rodriguez/profil/spieler/86784
359,Koffi Djidji,29,"Nov 30, 1992",Cote d'Ivoire,TORINO,,Centre-Back,3.0,26,0,0,1857,0,0,1.84,"Jul 1, 2019","Jun 30, 2023",/koffi-djidji/profil/spieler/183031
361,Andrei Anton,18,"Aug 23, 2003",Romania,TORINO,,Centre-Back,0.075,23,2,0,1569,0,0,1.89,-,-,/andrei-anton/profil/spieler/704729
363,Samuele Angori,18,"Oct 7, 2003 ",Italy,TORINO,,Left-Back,0.2,35,0,7,3024,0,0,1.84,-,-,/samuele-angori/profil/spieler/705063
364,Stephane Singo,21,"Dec 25, 2000",Cote d'Ivoire,TORINO,,Right-Back,15.0,36,3,4,2704,0,0,1.9,"Jul 1, 2019","Jun 30, 2024",/stephane-singo/profil/spieler/648779
365,Mërgim Vojvoda,27,"Feb 1, 1995 ",Kosovo,TORINO,,Right-Back,5.5,30,0,3,2017,0,0,1.87,"Sep 1, 2020","Jun 30, 2024",/mergim-vojvoda/profil/spieler/336125
366,Ola Aina,25,"Oct 8, 1996 ",Nigeria,TORINO,,Right-Back,3.5,23,0,0,1644,0,0,1.84,"Jul 1, 2019","Jun 30, 2023",/ola-aina/profil/spieler/236490
371,Sasa Lukic,25,"Aug 13, 1996",Serbia,TORINO,,Central Midfield,15.0,36,5,4,3067,0,0,1.83,"Jul 29, 2016","Jun 30, 2027",/sasa-lukic/profil/spieler/245056
373,Karol Linetty,27,"Feb 2, 1995 ",Poland,TORINO,,Central Midfield,3.5,18,0,3,1043,0,0,1.76,"Sep 1, 2020","Jun 30, 2024",/karol-linetty/profil/spieler/225873
376,Matthew Garbett,20,"Apr 13, 2002",New Zealand,TORINO,,Central Midfield,0.15,30,3,2,2251,0,0,1.88,"Jul 1, 2022","Jun 30, 2023",/matthew-garbett/profil/spieler/617019
380,Dennis Stojkovic,19,"Aug 3, 2002 ",Serbia,TORINO,,Attacking Midfield,0.2,2,0,0,106,0,0,1.77,-,"Jun 30, 2023",/dennis-stojkovic/profil/spieler/526098
384,Demba Seck,21,"Feb 10, 2001",Senegal,TORINO,,Right Winger,3.0,25,1,2,1167,0,0,1.9,"Jan 31, 2022","Jun 30, 2026",/demba-seck/profil/spieler/551752
385,Simone Edera,25,"Jan 9, 1997 ",Italy,TORINO,,Right Winger,0.5,4,0,1,130,0,0,1.74,"Jul 1, 2016","Jun 30, 2023",/simone-edera/profil/spieler/340070
387,Antonio Sanabria,26,"Mar 4, 1996 ",Paraguay,TORINO,,Centre-Forward,7.5,29,6,5,1812,0,0,1.81,"Jan 31, 2021","Jun 30, 2025",/antonio-sanabria/profil/spieler/234523
391,Lado Akhalaia,19,"Jul 1, 2002 ",Moldova,TORINO,,Centre-Forward,0.025,33,6,3,2031,0,0,1.9,-,"Jun 30, 2023",/lado-akhalaia/profil/spieler/706380
392,Andrea Consigli,35,"Jan 27, 1987",Italy,SASSUOLO,,Goalkeeper,1.5,37,0,0,3323,63,3,1.89,"Sep 1, 2014","Jun 30, 2024",/andrea-consigli/profil/spieler/35865
394,Gioele Zacchi,18,"Jul 10, 2003",Italy,SASSUOLO,,Goalkeeper,0.125,15,0,0,1380,14,5,1.84,-,-,/gioele-zacchi/profil/spieler/659648
395,Samuele Vitale,19,"Aug 20, 2002",Italy,SASSUOLO,,Goalkeeper,0.1,23,0,0,2100,23,7,-,-,-,/samuele-vitale/profil/spieler/502475
396,Gianluca Pegolo,41,"Mar 25, 1981",Italy,SASSUOLO,,Goalkeeper,0.1,3,0,0,270,5,1,1.83,"Sep 2, 2013","Jun 30, 2023",/gianluca-pegolo/profil/spieler/21872
397,Gian Marco Ferrari,30,"May 15, 1992",Italy,SASSUOLO,,Centre-Back,7.0,38,1,1,3306,0,0,1.89,"Aug 30, 2016","Jun 30, 2024",/gian-marco-ferrari/profil/spieler/277167
398,Kaan Ayhan,27,"Nov 10, 1994",Turkey,SASSUOLO,,Centre-Back,5.0,24,1,0,1391,0,0,1.85,"Sep 1, 2020","Jun 30, 2023",/kaan-ayhan/profil/spieler/119031
399,Ruan Tressoldi,23,"Jun 7, 1999 ",Brazil,SASSUOLO,,Centre-Back,5.0,12,0,0,384,0,0,1.87,"Aug 11, 2021","Jun 30, 2026",/ruan-tressoldi/profil/spieler/555015
401,Filippo Romagna,25,"May 26, 1997",Italy,SASSUOLO,,Centre-Back,1.5,1,0,0,46,0,0,1.86,"Sep 17, 2020","Jun 30, 2024",/filippo-romagna/profil/spieler/256678
403,Rogério,24,"Jan 13, 1998",Brazil,SASSUOLO,,Left-Back,6.0,24,0,2,1821,0,0,1.78,"Jul 1, 2019","Jun 30, 2024",/rogerio/profil/spieler/401527
404,Georgios Kyriakopoulos,26,"Feb 5, 1996 ",Greece,SASSUOLO,,Left-Back,5.0,31,0,6,2136,0,0,1.82,"Sep 1, 2020","Jun 30, 2023",/georgios-kyriakopoulos/profil/spieler/311178
406,Edoardo Pieragnolo,19,"Jan 3, 2003 ",Italy,SASSUOLO,,Left-Back,0.1,29,1,1,2095,0,0,1.84,-,-,/edoardo-pieragnolo/profil/spieler/691825
407,Mert Müldür,23,"Apr 3, 1999 ",Turkey,SASSUOLO,,Right-Back,7.0,33,0,1,2179,0,0,1.84,"Aug 20, 2019","Jun 30, 2024",/mert-muldur/profil/spieler/353922
408,Jeremy Toljan,27,"Aug 8, 1994 ",Germany,SASSUOLO,,Right-Back,5.0,20,0,0,1397,0,0,1.82,"Jul 1, 2021","Jun 30, 2025",/jeremy-toljan/profil/spieler/129674
409,Maxime López,24,"Dec 4, 1997 ",France,SASSUOLO,,Defensive Midfield,15.0,37,2,2,3073,0,0,1.67,"Jul 1, 2021","Jun 30, 2025",/maxime-lopez/profil/spieler/290862
411,Davide Frattesi,22,"Sep 22, 1999",Italy,SASSUOLO,,Central Midfield,20.0,38,4,4,2920,0,0,1.84,"Jul 13, 2017","Jun 30, 2026",/davide-frattesi/profil/spieler/394300
414,Pedro Obiang,30,"Mar 27, 1992",Equatorial Guinea,SASSUOLO,,Central Midfield,1.0,,0,0,0,0,0,1.86,"Jul 24, 2019","Jun 30, 2023",/pedro-obiang/profil/spieler/101213
415,Christian Aucelli,20,"Jun 14, 2002",Italy,SASSUOLO,,Central Midfield,0.15,33,5,2,2699,0,0,-,-,-,/christian-aucelli/profil/spieler/613129
416,Salim Abubakar,19,"Apr 6, 2003 ",Ghana,SASSUOLO,,Central Midfield,0.1,31,1,2,2209,0,0,-,-,-,/salim-abubakar/profil/spieler/745436
417,Justin Kumi,17,"Jul 16, 2004",Italy,SASSUOLO,,Central Midfield,,35,4,0,1849,0,0,-,-,-,/justin-kumi/profil/spieler/808559
419,Hamed Junior Traorè,22,"Feb 16, 2000",Cote d'Ivoire,SASSUOLO,,Attacking Midfield,22.0,32,8,4,1840,0,0,1.77,"Jul 1, 2021","Jun 30, 2023",/hamed-junior-traore/profil/spieler/391065
425,Asan Mata,18,"Aug 18, 2003",Albania,SASSUOLO,,Left Winger,0.075,27,5,4,1398,0,0,-,-,-,/asan-mata/profil/spieler/691828
427,Domenico Berardi,27,"Aug 1, 1994 ",Italy,SASSUOLO,,Right Winger,35.0,34,15,17,2895,0,0,1.83,"Jul 1, 2015","Jun 30, 2027",/domenico-berardi/profil/spieler/177843
428,Brian Oddei,19,"Sep 18, 2002",Ghana,SASSUOLO,,Right Winger,0.9,15,1,2,483,0,0,1.75,"Jan 1, 2021","Jun 30, 2023",/brian-oddei/profil/spieler/546176
432,Grégoire Defrel,31,"Jun 17, 1991",Martinique,SASSUOLO,,Centre-Forward,3.0,40,2,2,1465,0,0,1.79,"Sep 1, 2020","Jun 30, 2024",/gregoire-defrel/profil/spieler/163222
434,Luigi Samele,20,"Apr 9, 2002 ",Italy,SASSUOLO,,Centre-Forward,0.25,32,12,2,2348,0,0,1.86,-,"Jun 30, 2023",/luigi-samele/profil/spieler/658244
435,Marco Silvestri,31,"Mar 2, 1991 ",Italy,UDINESE,,Goalkeeper,5.0,37,0,0,3360,52,7,1.91,"Jul 20, 2021","Jun 30, 2025",/marco-silvestri/profil/spieler/85528
436,Simone Scuffet,26,"May 31, 1996",Italy,UDINESE,,Goalkeeper,0.6,24,0,0,2115,29,6,1.93,"Jul 1, 2013",-,/simone-scuffet/profil/spieler/238993
437,Daniele Padelli,36,"Oct 25, 1985",Italy,UDINESE,,Goalkeeper,0.4,4,0,0,360,8,2,1.91,"Jul 1, 2021","Jun 30, 2023",/daniele-padelli/profil/spieler/27807
440,Edoardo Piana,18,"Sep 29, 2003",Italy,UDINESE,,Goalkeeper,0.05,18,0,0,1575,22,6,1.98,"Jul 1, 2022",-,/edoardo-piana/profil/spieler/612059
441,Matteo Carnelos,19,"Feb 22, 2003",Italy,UDINESE,,Goalkeeper,0.025,12,0,0,1080,16,5,1.88,-,"Jun 30, 2023",/matteo-carnelos/profil/spieler/617178
443,Rodrigo Becão,26,"Jan 19, 1996",Brazil,UDINESE,,Centre-Back,6.0,36,2,1,3252,0,0,1.91,"Jul 6, 2019","Jun 30, 2024",/rodrigo-becao/profil/spieler/410158
446,Bram Nuytinck,32,"May 4, 1990 ",Netherlands,UDINESE,,Centre-Back,3.5,29,1,1,2136,0,0,1.91,"Jul 29, 2017","Jun 30, 2023",/bram-nuytinck/profil/spieler/104597
449,Nicolò Cocetta,18,"Dec 19, 2003",Italy,UDINESE,,Centre-Back,0.075,25,3,1,2154,0,0,-,-,"Jun 30, 2023",/nicolo-cocetta/profil/spieler/704692
452,Raed Jaziri,19,"Apr 13, 2003",Tunisia,UDINESE,,Left-Back,0.025,10,0,1,581,0,0,-,-,"Jun 30, 2023",/raed-jaziri/profil/spieler/704711
456,Lorenzo Codutti,19,"Jun 27, 2003",Italy,UDINESE,,Right-Back,0.05,25,1,7,2169,0,0,-,-,"Jun 30, 2023",/lorenzo-codutti/profil/spieler/704693
457,Walace,27,"Apr 4, 1995 ",Brazil,UDINESE,,Defensive Midfield,5.0,38,1,0,3152,0,0,1.88,"Aug 12, 2019","Jun 30, 2026",/walace/profil/spieler/323954
458,Mato Jajalo,34,"May 25, 1988",Bosnia-Herzegovina,UDINESE,,Defensive Midfield,0.4,24,0,1,760,0,0,1.82,"Jul 1, 2019","Jun 30, 2025",/mato-jajalo/profil/spieler/47513
459,Riccardo Castagnaviz,19,"Jan 29, 2003",Italy,UDINESE,,Defensive Midfield,0.075,26,2,2,1946,0,0,-,-,"Jun 30, 2023",/riccardo-castagnaviz/profil/spieler/704708
460,Mattia Damiani,19,"Feb 25, 2003",Italy,UDINESE,,Defensive Midfield,0.05,18,0,1,1351,0,0,1.86,-,-,/mattia-damiani/profil/spieler/704709
461,Jean-Victor Makengo,24,"Jun 12, 1998",France,UDINESE,,Central Midfield,7.5,36,1,3,2512,0,0,1.77,"Oct 5, 2020","Jun 30, 2027",/jean-victor-makengo/profil/spieler/322305
462,Roberto Pereyra,31,"Jan 7, 1991 ",Argentina,UDINESE,,Central Midfield,6.5,25,5,6,1860,0,0,1.82,"Sep 28, 2020","Jun 30, 2023",/roberto-pereyra/profil/spieler/112302
463,Tolgay Arslan,31,"Aug 16, 1990",Germany,UDINESE,,Central Midfield,2.3,33,1,2,1768,0,0,1.8,"Sep 18, 2020","Jun 30, 2023",/tolgay-arslan/profil/spieler/53536
466,Riccardo Pinzi,18,"Aug 17, 2003",Italy,UDINESE,,Central Midfield,0.1,24,1,2,1585,0,0,1.75,-,"Jun 30, 2026",/riccardo-pinzi/profil/spieler/704712
467,Jacopo Fedrizzi,19,"Mar 18, 2003",Italy,UDINESE,,Central Midfield,0.05,18,0,2,917,0,0,-,-,"Jun 30, 2023",/jacopo-fedrizzi/profil/spieler/704710
468,Lazar Samardzic,20,"Feb 24, 2002",Serbia,UDINESE,,Attacking Midfield,3.5,24,2,3,679,0,0,1.84,"Aug 5, 2021","Jun 30, 2026",/lazar-samardzic/profil/spieler/528833
469,Simone Pafundi,16,"Mar 14, 2006",Italy,UDINESE,,Attacking Midfield,,18,6,7,1309,0,0,1.66,"Jul 1, 2022","Jun 30, 2025",/simone-pafundi/profil/spieler/876400
470,Simone Ianesi,20,"Feb 13, 2002",Italy,UDINESE,,Left Winger,0.125,25,19,3,2174,0,0,1.73,-,"Jun 30, 2023",/simone-ianesi/profil/spieler/574889
473,Gerard Deulofeu,28,"Mar 13, 1994",Spain,UDINESE,,Centre-Forward,15.0,35,13,5,2651,0,0,1.77,"Jan 30, 2021","Jun 30, 2024",/gerard-deulofeu/profil/spieler/129476
475,Isaac Success,26,"Jan 7, 1996 ",Nigeria,UDINESE,,Centre-Forward,3.0,24,3,9,1068,0,0,1.82,"Aug 26, 2021","Jun 30, 2024",/isaac-success/profil/spieler/295331
476,Stefano Okaka,32,"Aug 9, 1989 ",Italy,UDINESE,,Centre-Forward,2.9,35,12,4,2744,0,0,1.86,"Sep 2, 2019","Jun 30, 2023",/stefano-okaka/profil/spieler/35249
478,Ilija Nestorovski,32,"Mar 12, 1990",North Macedonia,UDINESE,,Centre-Forward,0.7,9,1,1,219,0,0,1.82,"Jul 26, 2019","Jun 30, 2023",/ilija-nestorovski/profil/spieler/54581
479,Lukasz Skorupski,31,"May 5, 1991 ",Poland,BOLOGNA,,Goalkeeper,4.0,37,0,0,3330,58,12,1.87,"Jul 1, 2018","Jun 30, 2025",/lukasz-skorupski/profil/spieler/80894
480,Francesco Bardi,30,"Jan 18, 1992",Italy,BOLOGNA,,Goalkeeper,0.6,2,0,0,178,2,1,1.88,"Jul 17, 2021","Jun 30, 2023",/francesco-bardi/profil/spieler/110925
482,Davide Franzini,17,"Feb 8, 2005 ",Italy,BOLOGNA,,Goalkeeper,,23,0,0,2095,39,5,-,-,-,/davide-franzini/profil/spieler/821105
483,Nicola Bagnolini,18,"Mar 14, 2004",Italy,BOLOGNA,,Goalkeeper,,35,0,0,3062,48,12,1.93,"Jul 1, 2022","Jun 30, 2026",/nicola-bagnolini/profil/spieler/818892
485,Adama Soumaoro,30,"Jun 18, 1992",France,BOLOGNA,,Centre-Back,4.0,29,0,1,2357,0,0,1.86,"Jul 1, 2021","Jun 30, 2024",/adama-soumaoro/profil/spieler/126673
486,Kevin Bonifazi,26,"May 19, 1996",Italy,BOLOGNA,,Centre-Back,3.8,23,0,1,1298,0,0,1.87,"Jul 2, 2021","Jun 30, 2025",/kevin-bonifazi/profil/spieler/247377
490,Riccardo Stivanello,18,"Apr 24, 2004",Italy,BOLOGNA,,Centre-Back,,33,2,1,2825,0,0,1.88,-,"Jun 30, 2025",/riccardo-stivanello/profil/spieler/818882
491,Wisdom Amey,16,"Aug 11, 2005",Togo,BOLOGNA,,Centre-Back,,36,2,0,3007,0,0,1.87,"Jul 1, 2022","Jun 30, 2025",/wisdom-amey/profil/spieler/818878
494,Ebenezer Annan,19,"Aug 21, 2002",Ghana,BOLOGNA,,Left-Back,0.2,32,1,1,2373,0,0,1.78,-,-,/ebenezer-annan/profil/spieler/861221
495,Takehiro Tomiyasu,23,"Nov 5, 1998 ",Japan,BOLOGNA,,Right-Back,25.0,23,0,1,1782,0,0,1.88,"Jul 9, 2019","Jun 30, 2025",/takehiro-tomiyasu/profil/spieler/331560
496,Denso Kasius,19,"Oct 6, 2002 ",Netherlands,BOLOGNA,,Right-Back,2.0,29,5,2,2124,0,0,1.83,"Jan 30, 2022","Jun 30, 2023",/denso-kasius/profil/spieler/577394
497,Lorenzo De Silvestri,34,"May 23, 1988",Italy,BOLOGNA,,Right-Back,1.5,31,3,2,2297,0,0,1.86,"Sep 17, 2020","Jun 30, 2023",/lorenzo-de-silvestri/profil/spieler/33571
499,Jerdy Schouten,25,"Jan 12, 1997",Netherlands,BOLOGNA,,Defensive Midfield,9.0,18,1,1,1483,0,0,1.85,"Jul 5, 2019","Jun 30, 2026",/jerdy-schouten/profil/spieler/347900
500,Gary Medel,34,"Aug 3, 1987 ",Chile,BOLOGNA,,Defensive Midfield,1.0,34,0,1,2867,0,0,1.71,"Aug 29, 2019","Jun 30, 2023",/gary-medel/profil/spieler/60889
501,Kacper Urbanski,17,"Sep 7, 2004 ",Poland,BOLOGNA,,Defensive Midfield,0.2,33,2,3,2282,0,0,1.78,"Jul 1, 2022","Jun 30, 2023",/kacper-urbanski/profil/spieler/699442
503,Nicolás Domínguez,24,"Jun 28, 1998",Argentina,BOLOGNA,,Central Midfield,13.0,29,1,3,2102,0,0,1.79,"Aug 30, 2019","Jun 30, 2024",/nicolas-dominguez/profil/spieler/497291
508,Niklas Pyyhtiä,18,"Sep 25, 2003",Finland,BOLOGNA,,Central Midfield,0.4,26,2,3,1985,0,0,1.86,"Jan 1, 2023","Jun 30, 2024",/niklas-pyyhtia/profil/spieler/679754
510,Roberto Soriano,31,"Feb 8, 1991 ",Italy,BOLOGNA,,Attacking Midfield,5.0,36,1,4,2726,0,0,1.82,"Jul 1, 2019","Jun 30, 2023",/roberto-soriano/profil/spieler/63186
512,Musa Barrow,23,"Nov 14, 1998",The Gambia,BOLOGNA,,Left Winger,18.0,35,6,7,2182,0,0,1.84,"Jul 1, 2021","Jun 30, 2025",/musa-barrow/profil/spieler/486624
513,Nicola Sansone,30,"Sep 10, 1991",Italy,BOLOGNA,,Left Winger,2.0,27,2,5,880,0,0,1.73,"Jul 1, 2019","Jun 30, 2023",/nicola-sansone/profil/spieler/82048
515,Musa Juwara,20,"Dec 26, 2001",The Gambia,BOLOGNA,,Left Winger,0.6,4,0,1,75,0,0,1.7,"Jan 1, 2020","Dec 31, 2023",/musa-juwara/profil/spieler/562030
516,Riccardo Orsolini,25,"Jan 24, 1997",Italy,BOLOGNA,,Right Winger,10.0,30,7,4,1877,0,0,1.83,"Jul 1, 2019","Jun 30, 2024",/riccardo-orsolini/profil/spieler/368482
517,Emanuel Vignato,21,"Aug 24, 2000",Italy,BOLOGNA,,Right Winger,5.0,25,0,1,665,0,0,1.75,"Jan 20, 2020","Jun 30, 2023",/emanuel-vignato/profil/spieler/394346
518,Marko Arnautovic,33,"Apr 19, 1989",Austria,BOLOGNA,,Centre-Forward,6.0,34,15,1,2790,0,0,1.92,"Aug 1, 2021","Jun 30, 2025",/marko-arnautovic/profil/spieler/41384
522,Mattia Pagliuca,20,"Apr 25, 2002",Italy,BOLOGNA,,Centre-Forward,0.2,26,2,3,1754,0,0,-,-,"Jun 30, 2024",/mattia-pagliuca/profil/spieler/616667
523,Antonio Raimondo,18,"Mar 18, 2004",Italy,BOLOGNA,,Centre-Forward,,35,14,2,2813,0,0,1.85,"Jul 1, 2022","Jun 30, 2027",/antonio-raimondo/profil/spieler/818888
525,Alberto Brignoli,30,"Aug 19, 1991",Italy,EMPOLI,,Goalkeeper,1.2,29,0,0,2610,19,18,1.88,"Jul 18, 2019","Jun 30, 2024",/alberto-brignoli/profil/spieler/146799
527,Samir Ujkani,33,"Jul 5, 1988 ",Kosovo,EMPOLI,,Goalkeeper,0.2,1,0,0,90,3,0,1.86,"Aug 1, 2021","Jun 30, 2023",/samir-ujkani/profil/spieler/42744
528,Klemen Hvalic,20,"Apr 18, 2002",Slovenia,EMPOLI,,Goalkeeper,0.1,16,0,0,1470,18,5,1.95,-,"Jun 30, 2025",/klemen-hvalic/profil/spieler/603692
529,Valerio Biagini,18,"Oct 20, 2003",Italy,EMPOLI,,Goalkeeper,0.075,23,0,0,2070,35,5,-,-,-,/valerio-biagini/profil/spieler/691529
532,Ardian Ismajli,25,"Sep 30, 1996",Albania,EMPOLI,,Centre-Back,1.8,22,0,0,1390,0,0,1.85,"Aug 9, 2021","Jun 30, 2025",/ardian-ismajli/profil/spieler/435228
535,Lorenzo Tonelli,32,"Jan 17, 1990",Italy,EMPOLI,,Centre-Back,1.0,14,0,0,865,0,0,1.83,"Aug 27, 2021","Jun 30, 2023",/lorenzo-tonelli/profil/spieler/111347
536,Leonardo Pezzola,20,"Mar 17, 2002",Italy,EMPOLI,,Centre-Back,0.125,34,2,1,2762,0,0,1.88,-,"Jun 30, 2023",/leonardo-pezzola/profil/spieler/603676
537,Fabiano Parisi,21,"Nov 9, 2000 ",Italy,EMPOLI,,Left-Back,4.5,25,0,1,1475,0,0,1.78,"Sep 22, 2020","Jun 30, 2025",/fabiano-parisi/profil/spieler/547985
540,Alessio Rizza,19,"Mar 7, 2003 ",Italy,EMPOLI,,Left-Back,0.15,41,1,6,3606,0,0,-,-,-,/alessio-rizza/profil/spieler/641553
546,Duccio Degli Innocenti,19,"Apr 28, 2003",Italy,EMPOLI,,Defensive Midfield,0.5,38,12,3,3315,0,0,1.8,"Jul 1, 2022","Jun 30, 2023",/duccio-degli-innocenti/profil/spieler/616169
549,Filippo Bandinelli,27,"Mar 29, 1995",Italy,EMPOLI,,Central Midfield,3.0,38,2,4,2163,0,0,1.8,"Jul 13, 2019","Jun 30, 2025",/filippo-bandinelli/profil/spieler/240934
550,Nicolas Haas,26,"Jan 23, 1996",Switzerland,EMPOLI,,Central Midfield,3.0,18,1,3,1090,0,0,1.78,"Jul 1, 2021","Jun 30, 2025",/nicolas-haas/profil/spieler/192638
551,Liam Henderson,26,"Apr 25, 1996",Scotland,EMPOLI,,Central Midfield,2.8,40,2,4,2104,0,0,1.83,"Aug 11, 2021","Jun 30, 2025",/liam-henderson/profil/spieler/193867
554,Jacopo Fazzini,19,"Mar 16, 2003",Italy,EMPOLI,,Central Midfield,0.25,36,4,4,2963,0,0,1.78,"Jul 1, 2022","Jun 30, 2027",/jacopo-fazzini/profil/spieler/691482
555,Nedim Bajrami,23,"Feb 28, 1999",Albania,EMPOLI,,Attacking Midfield,10.0,38,9,7,2283,0,0,1.79,"Sep 1, 2020","Jun 30, 2023",/nedim-bajrami/profil/spieler/390177
