,Name,Age,date,nationality,club,fee_y,position,market,match,goal,assist,minute,miss,clean,height,href,join,contract
0,Jens Petter Hauge,22,"Oct 12, 1999",Norway,MILAN,10.0,Right Winger,5.0,38,3,2,1399,0,0,1.84,/jens-petter-hauge/profil/spieler/422355,"Oct 1, 2020","Jun 30, 2025"
1,Léo Duarte,25,"Jul 17, 1996",Brazil,MILAN,2.0,Centre-Back,3.2,33,0,0,2872,0,0,1.83,/leo-duarte/profil/spieler/312678,"Aug 7, 2019","Jun 30, 2024"
2,Frank Tsadjout,22,"Jul 28, 1999",Italy,MILAN,0.85,Centre-Forward,0.9,33,5,2,2207,0,0,1.9,/frank-tsadjout/profil/spieler/392545,"Sep 16, 2020","Jun 30, 2023"
3,Alessandro Plizzari,22,"Mar 12, 2000",Italy,MILAN,0.2,Goalkeeper,0.6,3,0,0,270,3,1,1.87,/alessandro-plizzari/profil/spieler/357991,"Sep 1, 2016","Jun 30, 2025"
4,Gabriele Capanni,21,"Dec 2, 2000 ",Italy,MILAN,out,Left Winger,0.1,1,0,0,9,0,0,1.76,/gabriele-capanni/profil/spieler/421446,"Jun 30, 2021","Jun 30, 2024"
5,Franck Kessié,25,"Dec 19, 1996",Cote d'Ivoire,MILAN,out,Central Midfield,35.0,39,7,1,2900,0,0,1.83,/franck-kessie/profil/spieler/294808,"Jul 1, 2019","Jun 30, 2026"
6,Samu Castillejo,27,"Jan 18, 1995",Spain,MILAN,out,Right Winger,8.0,5,0,2,122,0,0,1.82,/samu-castillejo/profil/spieler/195171,"Aug 17, 2018","Jun 30, 2025"
7,Alessio Romagnoli,27,"Jan 12, 1995",Italy,MILAN,out,Centre-Back,18.0,26,1,1,1914,0,0,1.85,/alessio-romagnoli/profil/spieler/197747,"Aug 11, 2015","Jun 30, 2027"
8,Leroy Abanda,22,"Jun 7, 2000 ",France,MILAN,out,Left-Back,0.4,20,0,1,1503,0,0,1.8,/leroy-abanda/profil/spieler/418652,"Aug 4, 2020","Jun 30, 2023"
9,Sabino Signorile,20,"Feb 23, 2002",Italy,MILAN,out,Right Winger,0.075,19,2,0,550,0,0,1.78,/sabino-signorile/profil/spieler/566963,"Jun 30, 2022","Jun 30, 2023"
10,Marco Frigerio,21,"Jul 16, 2001",Italy,MILAN,out,Central Midfield,0.175,34,0,2,2439,0,0,1.85,/marco-frigerio/profil/spieler/492627,"Jun 30, 2022","Jun 30, 2023"
11,Gabriele Bellodi,21,"Sep 2, 2000 ",Italy,MILAN,out,Centre-Back,0.15,0,0,0,0,0,0,1.87,/gabriele-bellodi/profil/spieler/406912,"Aug 31, 2020","Jun 30, 2023"
12,Antonio Mionic,21,"May 31, 2001",Croatia,MILAN,out,Central Midfield,0.025,23,0,0,530,0,0,1.75,/antonio-mionic/profil/spieler/562259,"Jun 30, 2022","Jun 30, 2024"
13,Riccardo Tonin,21,"Jan 30, 2001",Italy,MILAN,out,Centre-Forward,0.1,24,1,1,829,0,0,1.8,/riccardo-tonin/profil/spieler/421773,"Jun 30, 2022","Jun 30, 2023"
14,Luan Capanni,22,"May 29, 2000",Brazil,MILAN,out,Attacking Midfield,0.075,34,4,2,2004,0,0,1.9,/luan-capanni/profil/spieler/601877,"Jul 1, 2020","Jun 30, 2023"
15,Mattia Caldara,28,"May 5, 1994 ",Italy,MILAN,out,Centre-Back,2.5,33,1,1,2913,0,0,1.87,/mattia-caldara/profil/spieler/197470,"Aug 2, 2018","Jun 30, 2024"
16,Marco Nasti,18,"Sep 17, 2003",Italy,MILAN,out,Centre-Forward,0.8,29,18,8,1956,0,0,1.79,/marco-nasti/profil/spieler/629016,"Jul 1, 2022","Jun 30, 2026"
17,Daniel Maldini,20,"Oct 11, 2001",Italy,MILAN,out,Attacking Midfield,2.0,13,1,0,239,0,0,1.88,/daniel-maldini/profil/spieler/539134,"Sep 1, 2020","Jun 30, 2023"
18,Lorenzo Colombo,20,"Mar 8, 2002 ",Italy,MILAN,out,Centre-Forward,3.5,35,6,1,2160,0,0,1.83,/lorenzo-colombo/profil/spieler/487843,"Sep 1, 2020","Jun 30, 2024"
19,Marco Brescianini,22,"Jan 20, 2000",Italy,MILAN,out,Central Midfield,0.65,6,0,0,342,0,0,1.88,/marco-brescianini/profil/spieler/459128,"Jun 30, 2021","Jun 30, 2024"
20,Emil Roback,19,"May 3, 2003 ",Sweden,MILAN,out,Centre-Forward,0.15,27,7,1,1184,0,0,1.88,/emil-roback/profil/spieler/673495,"Jul 1, 2022","Jun 30, 2025"
21,Emir Murati,22,"Mar 7, 2000 ",Italy,MILAN,out,Central Midfield,,0,0,0,0,0,0,1.81,/emir-murati/profil/spieler/395195,"Jan 29, 2021","Jun 30, 2023"
24,Michele Di Gregorio,24,"Jul 27, 1997",Italy,INTER,4.0,Goalkeeper,4.5,42,0,0,3810,45,15,1.87,/michele-di-gregorio/profil/spieler/301238,"Jun 30, 2018","Jun 30, 2024"
25,Andreaw Gravillon,24,"Feb 8, 1998 ",Guadeloupe,INTER,3.0,Centre-Back,7.0,27,0,0,2230,0,0,1.88,/andreaw-gravillon/profil/spieler/395083,"Jan 29, 2019","Jun 30, 2023"
26,Lorenzo Pirola,20,"Feb 20, 2002",Italy,INTER,0.9,Centre-Back,2.5,14,0,0,782,0,0,1.88,/lorenzo-pirola/profil/spieler/487834,"Jan 1, 2020","Jun 30, 2027"
27,Ivan Perisic,33,"Feb 2, 1989 ",Croatia,INTER,out,Left Midfield,10.0,49,10,9,3897,0,0,1.86,/ivan-perisic/profil/spieler/42460,"Aug 30, 2015","Jun 30, 2024"
29,Alexis Sánchez,33,"Dec 19, 1988",Chile,INTER,out,Centre-Forward,4.5,39,9,5,1346,0,0,1.69,/alexis-sanchez/profil/spieler/40433,"Sep 1, 2020","Jun 30, 2023"
30,Christopher Attys,21,"Mar 13, 2001",Haiti,INTER,out,Central Midfield,0.1,22,1,0,672,0,0,1.86,/christopher-attys/profil/spieler/624869,"Jun 30, 2022","Jun 30, 2023"
31,Matías Vecino,30,"Aug 24, 1991",Uruguay,INTER,out,Central Midfield,4.5,23,1,0,557,0,0,1.87,/matias-vecino/profil/spieler/143812,"Aug 2, 2017","Jun 30, 2025"
32,Arturo Vidal,35,"May 22, 1987",Chile,INTER,out,Central Midfield,1.7,67,4,5,2601,0,0,1.8,/arturo-vidal/profil/spieler/37666,"Sep 22, 2020","Dec 31, 2023"
33,Matias Fonseca,21,"Mar 12, 2001",Italy,INTER,out,Centre-Forward,0.125,20,1,0,398,0,0,1.81,/matias-fonseca/profil/spieler/538919,"Jun 30, 2022","Jun 30, 2023"
34,Edoardo Sottini,19,"Aug 18, 2002",Italy,INTER,out,Centre-Back,0.25,33,4,0,2856,0,0,1.91,/edoardo-sottini/profil/spieler/579299,"Jun 30, 2022","Jun 30, 2023"
35,Fabrizio Bagheria,21,"Apr 5, 2001 ",Italy,INTER,out,Goalkeeper,0.05,2,0,0,180,2,1,1.85,/fabrizio-bagheria/profil/spieler/537548,"Jun 30, 2022","Jun 30, 2023"
36,Lorenzo Moretti,20,"Feb 26, 2002",Italy,INTER,out,Centre-Back,0.2,34,1,3,2680,0,0,1.87,/lorenzo-moretti/profil/spieler/539632,"Jun 30, 2022","Jun 30, 2023"
37,Christian Dimarco,19,"Jul 23, 2002",Italy,INTER,out,Left-Back,0.175,25,0,1,1808,0,0,1.79,/christian-dimarco/profil/spieler/487830,"Jun 30, 2022","Jun 30, 2023"
38,Lorenzo Gavioli,22,"Jan 7, 2000 ",Italy,INTER,out,Central Midfield,0.2,13,1,1,486,0,0,1.82,/lorenzo-gavioli/profil/spieler/364136,"Jan 14, 2020","Jun 30, 2023"
39,Niccolò Corrado,22,"Mar 19, 2000",Italy,INTER,out,Left-Back,0.75,43,1,6,3453,0,0,1.79,/niccolo-corrado/profil/spieler/444662,"Jun 30, 2021","Jun 30, 2023"
40,Franco Carboni,19,"Apr 4, 2003 ",Argentina,INTER,out,Left-Back,1.0,36,2,10,2918,0,0,1.9,/franco-carboni/profil/spieler/731491,"Jul 1, 2022","Jun 30, 2024"
41,Lucien Agoumé,20,"Feb 9, 2002 ",France,INTER,out,Defensive Midfield,7.0,30,0,0,2028,0,0,1.85,/lucien-agoume/profil/spieler/569384,"Jul 5, 2019","Jun 30, 2023"
42,Eddie Salcedo,20,"Oct 1, 2001 ",Italy,INTER,out,Centre-Forward,2.7,13,2,0,516,0,0,1.78,/eddie-salcedo/profil/spieler/459661,"Jul 1, 2019","Jun 30, 2024"
43,Andrea Pinamonti,23,"May 19, 1999",Italy,INTER,out,Centre-Forward,20.0,37,13,2,2918,0,0,1.85,/andrea-pinamonti/profil/spieler/315865,"Sep 18, 2020","Jun 30, 2023"
44,Stefano Sensi,26,"Aug 5, 1995 ",Italy,INTER,out,Central Midfield,8.0,23,2,0,952,0,0,1.68,/stefano-sensi/profil/spieler/216179,"Sep 1, 2020","Jun 30, 2023"
45,Valentino Lazaro,26,"Mar 24, 1996",Austria,INTER,out,Right-Back,6.5,29,0,2,1393,0,0,1.8,/valentino-lazaro/profil/spieler/186368,"Jul 1, 2019","Jun 30, 2024"
46,Sebastiano Esposito,20,"Jul 2, 2002 ",Italy,INTER,out,Centre-Forward,3.5,34,7,9,1964,0,0,1.83,/sebastiano-esposito/profil/spieler/538918,"Jul 1, 2019","Jun 30, 2025"
47,Martín Satriano,21,"Feb 20, 2001",Uruguay,INTER,out,Centre-Forward,8.0,23,5,1,1289,0,0,1.87,/martin-satriano/profil/spieler/640109,"Jul 1, 2021","Jun 30, 2023"
48,Giovanni Fabbian,19,"Jan 14, 2003",Italy,INTER,out,Central Midfield,3.0,39,9,5,2714,0,0,1.86,/giovanni-fabbian/profil/spieler/633668,"Jul 1, 2022","Jun 30, 2026"
49,Zinho Vanheusden,22,"Jul 29, 1999",Belgium,INTER,out,Centre-Back,6.0,16,0,0,1197,0,0,1.87,/zinho-vanheusden/profil/spieler/338672,"Jul 1, 2017","Jun 30, 2026"
50,Samuele Mulattieri,21,"Oct 7, 2000 ",Italy,INTER,out,Centre-Forward,2.2,29,7,0,2004,0,0,1.83,/samuele-mulattieri/profil/spieler/457422,"Jun 30, 2021","Jun 30, 2023"
51,Davide Zugaro De Matteis,22,"Apr 16, 2000",Italy,INTER,out,Left-Back,0.175,30,1,0,1867,0,0,1.74,/davide-zugaro-de-matteis/profil/spieler/416371,"Jul 1, 2020","Jun 30, 2023"
52,Tibo Persyn,20,"Mar 13, 2002",Belgium,INTER,out,Right Midfield,0.7,6,2,0,175,0,0,1.79,/tibo-persyn/profil/spieler/486347,"Jun 30, 2022","Jun 30, 2024"
53,Ionut Radu,25,"May 28, 1997",Romania,INTER,out,Goalkeeper,3.5,2,0,0,210,4,0,1.88,/ionut-radu/profil/spieler/303657,"Jul 12, 2019","Jun 30, 2023"
54,Niccolò Squizzato,20,"Jan 7, 2002 ",Italy,INTER,out,Central Midfield,0.15,12,0,0,272,0,0,1.86,/niccolo-squizzato/profil/spieler/487838,"Jun 30, 2022","Jun 30, 2024"
55,Marco Pompetti,22,"May 22, 2000",Italy,INTER,out,Defensive Midfield,0.5,36,5,11,3137,0,0,1.82,/marco-pompetti/profil/spieler/459991,"Jan 30, 2020","Jun 30, 2023"
56,Aleksandar Kolarov,36,"Nov 10, 1985",Serbia,INTER,out,Left-Back,,4,0,0,44,0,0,1.87,/aleksandar-kolarov/profil/spieler/46156,"Sep 8, 2020",-
59,Kalidou Koulibaly,31,"Jun 20, 1991",Senegal,NAPOLI,38.0,Centre-Back,35.0,34,3,3,3037,0,0,1.86,/kalidou-koulibaly/profil/spieler/93128,"Jul 1, 2014","Jun 30, 2026"
60,Fabián Ruiz,26,"Apr 3, 1996 ",Spain,NAPOLI,23.0,Central Midfield,45.0,38,7,5,2800,0,0,1.89,/fabian-ruiz/profil/spieler/350219,"Jul 5, 2018","Jun 30, 2027"
61,Arkadiusz Milik,28,"Feb 28, 1994",Poland,NAPOLI,8.0,Centre-Forward,10.0,37,20,2,2321,0,0,1.86,/arkadiusz-milik/profil/spieler/191891,"Aug 1, 2016","Jun 30, 2023"
62,Gennaro Tutino,25,"Aug 20, 1996",Italy,NAPOLI,5.5,Centre-Forward,3.0,28,5,1,1464,0,0,1.77,/gennaro-tutino/profil/spieler/202979,"Jan 25, 2015","Jun 30, 2024"
63,Adam Ounas,25,"Nov 11, 1996",Algeria,NAPOLI,3.0,Right Winger,8.0,21,2,0,439,0,0,1.72,/adam-ounas/profil/spieler/400485,"Jul 4, 2017","Jun 30, 2024"
64,Andrea Petagna,27,"Jun 30, 1995",Italy,NAPOLI,2.5,Centre-Forward,10.0,32,4,5,1003,0,0,1.9,/andrea-petagna/profil/spieler/199258,"Jan 30, 2020","Jun 30, 2023"
65,Sebastiano Luperto,25,"Sep 6, 1996 ",Italy,NAPOLI,0.5,Centre-Back,3.0,25,0,2,2002,0,0,1.91,/sebastiano-luperto/profil/spieler/278531,"Jul 1, 2015","Jun 30, 2024"
66,Franco Ferrari,26,"Aug 10, 1995",Italy,NAPOLI,0.45,Centre-Forward,0.6,41,17,6,2306,0,0,1.93,/franco-ferrari/profil/spieler/409553,"Aug 2, 2019","Jun 30, 2023"
67,Lorenzo Insigne,31,"Jun 4, 1991 ",Italy,NAPOLI,out,Left Winger,15.0,49,19,12,3673,0,0,1.63,/lorenzo-insigne/profil/spieler/133964,"Jan 23, 2010","Jun 30, 2026"
68,Dries Mertens,35,"May 6, 1987 ",Belgium,NAPOLI,out,Second Striker,3.4,37,13,2,1736,0,0,1.69,/dries-mertens/profil/spieler/56416,"Jul 1, 2013","Jun 30, 2023"
69,Kévin Malcuit,31,"Jul 31, 1991",France,NAPOLI,out,Right-Back,0.6,13,0,2,503,0,0,1.78,/kevin-malcuit/profil/spieler/126711,"Aug 8, 2018","Jun 30, 2023"
70,David Ospina,33,"Aug 31, 1988",Colombia,NAPOLI,out,Goalkeeper,4.5,33,0,0,2925,28,13,1.83,/david-ospina/profil/spieler/73396,"Jul 4, 2019","Jun 30, 2024"
71,Zinédine Machach,26,"Jan 5, 1996 ",France,NAPOLI,out,Central Midfield,0.3,24,3,0,1000,0,0,-,/zinedine-machach/profil/spieler/146143,"Jan 11, 2018","Jun 30, 2023"
72,Francesco Mezzoni,22,"May 27, 2000",Italy,NAPOLI,out,Right-Back,0.2,27,1,1,2008,0,0,1.81,/francesco-mezzoni/profil/spieler/395190,"Jan 7, 2021","Jun 30, 2024"
73,Luca Palmiero,26,"May 1, 1996 ",Italy,NAPOLI,out,Defensive Midfield,0.8,30,0,1,1989,0,0,1.77,/luca-palmiero/profil/spieler/240357,-,"Jun 30, 2024"
74,Michael Folorunsho,24,"Feb 7, 1998 ",Italy,NAPOLI,out,Central Midfield,2.5,32,5,2,2599,0,0,1.85,/michael-folorunsho/profil/spieler/377042,"Jul 13, 2019","Jun 30, 2024"
75,Eugenio D'Ursi,27,"May 7, 1995 ",Italy,NAPOLI,out,Left Winger,0.275,40,6,6,2594,0,0,1.75,/eugenio-dursi/profil/spieler/341498,"Jul 29, 2019","Jun 30, 2023"
76,Giuseppe Ambrosino,18,"Sep 10, 2003",Italy,NAPOLI,out,Centre-Forward,0.7,32,20,5,2162,0,0,1.87,/giuseppe-ambrosino/profil/spieler/707295,"Jul 1, 2022","Jun 30, 2023"
77,Nikita Contini,26,"May 21, 1996",Italy,NAPOLI,out,Goalkeeper,0.7,21,0,0,1727,22,8,1.9,/nikita-contini/profil/spieler/250683,"Jul 1, 2015","Jun 30, 2025"
78,Filippo Costa,27,"May 21, 1995",Italy,NAPOLI,out,Left-Back,0.3,3,0,0,200,0,0,1.75,/filippo-costa/profil/spieler/197743,"Jul 13, 2019","Jun 30, 2024"
79,Lorenzo Sgarbi,21,"Mar 24, 2001",Italy,NAPOLI,out,Centre-Forward,0.125,35,3,2,1912,0,0,1.89,/lorenzo-sgarbi/profil/spieler/535797,"Jun 30, 2022","Jun 30, 2024"
80,Faouzi Ghoulam,31,"Feb 1, 1991 ",Algeria,NAPOLI,out,Left-Back,1.0,16,0,0,423,0,0,1.84,/faouzi-ghoulam/profil/spieler/126656,"Jan 31, 2014","Jun 30, 2023"
83,Matthijs de Ligt,22,"Aug 12, 1999",Netherlands,JUVENTUS,67.0,Centre-Back,70.0,42,3,1,3691,0,0,1.89,/matthijs-de-ligt/profil/spieler/326031,"Jul 18, 2019","Jun 30, 2027"
84,Merih Demiral,24,"Mar 5, 1998 ",Turkey,JUVENTUS,21.0,Centre-Back,25.0,42,2,3,2984,0,0,1.9,/merih-demiral/profil/spieler/340879,"Jul 5, 2019","Jun 30, 2024"
85,Rolando Mandragora,25,"Jun 29, 1997",Italy,JUVENTUS,8.2,Defensive Midfield,9.0,23,1,2,1520,0,0,1.83,/rolando-mandragora/profil/spieler/308279,"Jan 19, 2016","Jun 30, 2025"
86,Arthur Melo,26,"Aug 12, 1996",Brazil,JUVENTUS,4.5,Central Midfield,18.0,31,0,1,1533,0,0,1.72,/arthur-melo/profil/spieler/362842,"Sep 1, 2020","Jun 30, 2023"
87,Giacomo Vrioni,23,"Oct 15, 1998",Albania,JUVENTUS,3.66,Centre-Forward,2.5,37,22,5,2569,0,0,1.88,/giacomo-vrioni/profil/spieler/363178,"Jun 30, 2022","Jun 30, 2024"
88,Denis Zakaria,25,"Nov 20, 1996",Switzerland,JUVENTUS,3.0,Defensive Midfield,20.0,31,3,2,2351,0,0,1.9,/denis-zakaria/profil/spieler/334526,"Jan 31, 2022","Jun 30, 2023"
89,Andrea Cambiaso,22,"Feb 20, 2000",Italy,JUVENTUS,1.97,Left-Back,6.5,28,1,4,1926,0,0,1.83,/andrea-cambiaso/profil/spieler/459658,"Jul 14, 2022","Jun 30, 2027"
90,Douglas Costa,31,"Sep 14, 1990",Brazil,JUVENTUS,out,Right Winger,2.0,29,4,1,1542,0,0,1.72,/douglas-costa/profil/spieler/75615,"Jul 12, 2017","Jun 30, 2023"
91,Federico Bernardeschi,28,"Feb 16, 1994",Italy,JUVENTUS,out,Right Winger,8.0,50,10,9,3186,0,0,1.83,/federico-bernardeschi/profil/spieler/197300,"Jul 24, 2017","Dec 31, 2026"
92,Paulo Dybala,28,"Nov 15, 1993",Argentina,JUVENTUS,out,Second Striker,30.0,39,15,6,2615,0,0,1.77,/paulo-dybala/profil/spieler/206050,"Jul 1, 2015","Jun 30, 2025"
93,Aaron Ramsey,31,"Dec 26, 1990",Wales,JUVENTUS,out,Central Midfield,3.0,18,2,2,745,0,0,1.78,/aaron-ramsey/profil/spieler/50057,"Jul 1, 2019","Jun 30, 2023"
94,Giorgio Chiellini,37,"Aug 14, 1984",Italy,JUVENTUS,out,Centre-Back,1.0,39,0,1,2360,0,0,1.87,/giorgio-chiellini/profil/spieler/29260,"Jul 1, 2005","Dec 31, 2023"
95,Luca Pellegrini,23,"Mar 7, 1999 ",Italy,JUVENTUS,out,Left-Back,9.0,21,0,1,1236,0,0,1.78,/luca-pellegrini/profil/spieler/346567,"Jul 1, 2019","Jun 30, 2023"
96,Stefano Gori,26,"Mar 9, 1996 ",Italy,JUVENTUS,out,Goalkeeper,1.5,20,0,0,1785,32,2,1.85,/stefano-gori/profil/spieler/244491,"Sep 1, 2020","Jun 30, 2024"
97,Marko Pjaca,27,"May 6, 1995 ",Croatia,JUVENTUS,out,Left Winger,3.0,26,3,0,1242,0,0,1.86,/marko-pjaca/profil/spieler/205940,"Jun 30, 2018","Jun 30, 2024"
98,Nicolò Rovella,20,"Dec 4, 2001 ",Italy,JUVENTUS,out,Defensive Midfield,12.0,22,0,4,1501,0,0,1.79,/nicolo-rovella/profil/spieler/525704,"Jan 28, 2021","Jun 30, 2026"
99,Filippo Ranocchia,21,"May 14, 2001",Italy,JUVENTUS,out,Central Midfield,1.8,32,1,3,2436,0,0,1.86,/filippo-ranocchia/profil/spieler/489611,-,"Jun 30, 2023"
100,Gianluca Frabotta,23,"Jun 24, 1999",Italy,JUVENTUS,out,Left-Back,1.6,2,0,0,18,0,0,1.87,/gianluca-frabotta/profil/spieler/386755,"Sep 1, 2020","Jun 30, 2023"
101,Radu Dragusin,20,"Feb 3, 2002 ",Romania,JUVENTUS,out,Centre-Back,3.5,22,0,0,1197,0,0,1.91,/radu-dragusin/profil/spieler/568559,"Jan 1, 2021","Jun 30, 2025"
104,Joaquín Correa,27,"Aug 13, 1994",Argentina,LAZIO,23.6,Second Striker,20.0,36,6,2,1317,0,0,1.88,/joaquin-correa/profil/spieler/227081,"Aug 1, 2018","Jun 30, 2024"
105,Vedat Muriqi,28,"Apr 24, 1994",Kosovo,LAZIO,7.7,Centre-Forward,10.0,32,5,4,1913,0,0,1.94,/vedat-muriqi/profil/spieler/256267,"Sep 15, 2020","Jun 30, 2027"
106,Denis Vavro,26,"Apr 10, 1996",Slovakia,LAZIO,4.5,Centre-Back,3.0,18,1,1,1447,0,0,1.89,/denis-vavro/profil/spieler/239962,"Jul 4, 2019","Jun 30, 2026"
107,Raúl Moro,19,"Dec 5, 2002 ",Spain,LAZIO,0.33,Left Winger,2.5,20,1,1,536,0,0,1.69,/raul-moro/profil/spieler/624942,"Jul 1, 2021","Jun 30, 2023"
108,Pepe Reina,39,"Aug 31, 1982",Spain,LAZIO,out,Goalkeeper,0.7,17,0,0,1560,33,3,1.88,/pepe-reina/profil/spieler/7825,"Sep 1, 2020","Jun 30, 2023"
